Index,Passenger position,Passenger destination,Passenger arrival time,Lift arrival time,Order completion time,direction
1,0,1,0.0,0.0,0,1
2,1,4,0.0,3.842613715078728,0,1
3,2,4,0.0,8.479957465932568,0,1
4,3,2,0.0,29.130166309050907,0,-1
5,4,5,0.0,13.134754855362903,0,1
6,5,4,0.0,25.45804480211771,0,-1
7,5,0,37.40000000000026,47.29527416368727,0,-1
8,2,3,44.90000000000037,47.29527416368727,0,1
9,4,0,55.90000000000053,59.9543601452538,0,-1
10,4,0,60.70000000000059,81.16906190159037,0,-1
11,2,5,97.89999999999873,105.59895578344523,0,1
12,1,0,98.0999999999987,105.59895578344523,0,-1
13,1,4,107.39999999999816,116.54204540762689,0,1
14,0,5,131.39999999999682,152.23450765903772,0,1
15,5,4,158.99999999999525,159.67156676450597,0,-1
16,4,2,166.7999999999948,167.4215328212738,0,-1
17,0,5,224.2999999999916,231.34873166804843,0,1
18,2,5,225.79999999999143,235.73063568448785,0,1
19,3,1,255.59999999998976,267.4380734726563,0,-1
20,0,5,371.90000000001606,374.62145636261727,0,1
21,2,0,434.9000000000304,449.5884492395993,0,-1
22,5,1,490.400000000043,495.5247645969821,0,-1
23,5,3,599.3000000000677,619.8376931313397,0,-1
24,2,5,617.1000000000718,625.2030928673796,0,1
25,2,5,656.0000000000806,688.8313124726014,0,1
26,2,1,658.3000000000811,666.9564236148695,0,-1
27,0,5,722.4000000000957,744.3229409936631,0,1
28,3,0,743.4000000001005,749.0680738018984,0,-1
29,3,4,745.700000000101,752.8684352569161,0,1
30,4,1,775.7000000001078,783.0938149719128,0,-1
31,4,5,779.3000000001086,789.0212838725588,0,1
32,3,4,810.1000000001156,822.4289744933039,0,1
33,2,1,852.7000000001253,873.8237307388432,0,-1
34,4,3,857.4000000001264,858.923558483717,0,-1
35,0,3,874.3000000001302,891.3752080023276,0,1
36,1,5,882.4000000001321,884.2364813155062,0,1
37,0,2,896.3000000001352,912.6709071049604,0,1
38,0,5,917.10000000014,928.6008049955662,0,1
39,0,1,942.2000000001456,944.800363257781,0,1
40,1,5,945.1000000001465,951.8830359129356,0,1
41,5,4,969.900000000152,971.1352980396334,0,-1
42,0,3,995.0000000001576,1016.2089080400336,0,1
43,0,4,1101.5000000000937,1113.9616742945432,0,1
44,3,0,1127.40000000007,1133.3097938349536,0,-1
45,3,2,1132.1000000000658,1133.3097938349536,0,-1
46,4,0,1145.100000000054,1148.8076019333278,0,-1
47,0,1,1148.0000000000514,1156.1186178387843,0,1
48,0,5,1179.5000000000227,1179.2409441638797,0,1
49,1,5,1179.6000000000226,1179.2409441638797,0,1
50,0,4,1212.299999999993,1234.7401948189618,0,1
51,0,4,1236.299999999971,1253.0026728653572,0,1
52,0,5,1250.4999999999582,1259.5317774769765,0,1
53,0,2,1284.8999999999269,1306.0508354245258,0,1
54,3,2,1332.4999999998836,1340.9306025767696,0,-1
55,4,1,1338.799999999878,1344.858455195222,0,-1
56,0,5,1419.0999999998048,1423.8132012585393,0,1
57,3,2,1498.9999999997322,1505.8964912111094,0,-1
58,5,1,1548.699999999687,1554.709968980153,0,-1
59,1,5,1576.5999999996616,1580.0601293991472,0,1
60,4,0,1595.999999999644,1599.8684580179186,0,-1
61,5,3,1610.099999999631,1610.713675690567,0,-1
62,1,0,1650.0999999995947,1654.745424715361,0,-1
63,1,2,1700.499999999549,1709.258117143585,0,1
64,0,2,1712.9999999995375,1729.1453477037676,0,1
65,0,3,1731.2999999995209,1741.289755662,0,1
