Index,Passenger position,Passenger destination,Passenger arrival time,Lift arrival time,Order completion time,direction
1,0,4,0.0,0.0,0,1
2,1,5,0.0,4.041769628859467,0,1
3,2,3,0.0,8.377215872891568,0,1
4,3,4,0.0,12.41482641293734,0,1
5,4,1,0.0,24.905741684376373,0,-1
6,5,2,0.0,31.139114498965963,0,-1
7,0,1,29.100000000000144,49.41649422435926,0,1
8,3,2,31.800000000000185,31.139114498965963,0,-1
9,2,3,91.49999999999908,91.34160024606024,0,1
10,5,0,128.399999999997,140.61956872103184,0,-1
11,3,2,177.89999999999418,188.09922542949096,0,-1
12,0,1,186.2999999999937,188.09922542949096,0,1
13,0,4,187.09999999999368,188.09922542949096,0,1
14,2,3,263.8999999999915,266.342355875738,0,1
15,1,4,301.7000000000001,309.7412264791309,0,1
16,0,3,325.1000000000054,346.9995951413666,0,1
17,5,1,397.800000000022,407.6506179519835,0,-1
18,2,3,433.20000000003,438.2048077234622,0,1
19,3,4,440.0000000000316,444.9081826945351,0,1
20,5,1,463.1000000000368,470.5007411171575,0,-1
21,4,1,471.0000000000386,477.6480101240194,0,-1
22,2,0,557.9000000000583,565.6253456644598,0,-1
23,0,5,560.0000000000588,565.6253456644598,0,1
24,5,2,591.600000000066,592.639881738657,0,-1
25,1,5,609.0000000000699,618.4010759458849,0,1
26,0,3,686.3000000000875,695.8122039495498,0,1
27,4,2,706.9000000000922,707.0060250267169,0,-1
28,5,3,730.6000000000976,737.0334758454228,0,-1
29,3,4,733.7000000000983,737.0334758454228,0,1
30,0,2,755.0000000001031,773.3818153558306,0,1
31,1,3,853.9000000001256,859.8735151960337,0,1
32,0,4,876.5000000001307,883.0644781916985,0,1
33,2,5,876.7000000001308,878.9167879052698,0,1
34,5,2,877.800000000131,888.0455815220776,0,-1
35,3,2,965.9000000001512,973.4931020875664,0,-1
36,5,4,977.4000000001536,992.3442574610768,0,-1
37,0,1,995.4000000001578,1004.1293431907436,0,1
38,0,1,999.6000000001588,1015.860808857063,0,1
39,1,4,1008.9000000001608,1011.6156541145356,0,1
40,3,5,1035.200000000154,1042.7696143235023,0,1
41,5,0,1132.6000000000654,1132.3932424827026,0,-1
42,0,3,1155.7000000000444,1158.8603920809153,0,1
43,0,4,1203.1000000000013,1210.2929177983383,0,1
44,3,4,1233.199999999974,1236.9846777585951,0,1
45,1,4,1259.1999999999505,1276.483100342251,0,1
46,1,5,1288.3999999999237,1296.453771218729,0,1
47,0,1,1288.9999999999231,1301.1744007897785,0,1
48,1,2,1337.1999999998793,1337.1611562553155,0,1
49,1,3,1397.999999999824,1401.7129887325186,0,1
50,3,5,1415.699999999808,1419.0984673581922,0,1
51,0,3,1417.3999999998064,1442.482449194344,0,1
52,2,1,1417.699999999806,1427.8022428980585,0,-1
53,1,5,1448.499999999778,1449.2689875516448,0,1
54,2,4,1453.4999999997735,1456.2500682654795,0,1
55,4,0,1482.1999999997474,1490.1986552227456,0,-1
56,2,5,1578.8999999996597,1587.5249993465125,0,1
57,5,1,1583.5999999996552,1583.0958010468232,0,-1
58,2,5,1614.3999999996272,1618.2935443626563,0,1
59,0,3,1617.2999999996246,1631.9260980634876,0,1
60,5,3,1648.4999999995962,1654.9758094023396,0,-1
