Index,Passenger position,Passenger destination,Passenger arrival time,Lift arrival time,Order completion time,direction
1,0,1,0.0,0.0,0,1
2,1,0,0.0,18.271516429198527,0,-1
3,2,1,0.0,10.9191223204198,0,-1
4,3,1,0.0,33.346840755508225,0,-1
5,4,0,0.0,25.971875828422167,0,-1
6,5,2,0.0,49.94792365025141,0,-1
7,1,3,0.1,3.603441592479666,0,1
8,1,2,39.40000000000029,49.94792365025141,0,1
9,0,1,46.40000000000039,46.31458651700473,0,1
10,5,1,47.1000000000004,49.94792365025141,0,-1
11,0,1,50.90000000000045,79.97202996734345,0,1
12,2,3,58.50000000000056,58.87266926830886,0,1
13,1,5,76.8999999999999,79.97202996734345,0,1
14,0,1,97.29999999999876,103.16824899975336,0,1
15,4,2,197.29999999999308,205.1898506844429,0,-1
16,0,2,255.49999999998977,263.1148757346704,0,1
17,2,0,264.09999999999155,269.7443630231195,0,-1
18,1,4,264.99999999999176,269.7443630231195,0,1
19,3,4,285.4999999999964,294.3275320868176,0,1
20,1,3,321.30000000000456,326.8917516904504,0,1
21,2,0,324.30000000000524,332.1376203188651,0,-1
22,0,3,416.4000000000262,421.7689242892829,0,1
23,4,2,419.40000000002686,425.54129454111273,0,-1
24,1,2,429.00000000002905,438.0576752954051,0,1
25,0,2,433.6000000000301,445.5037472182191,0,1
26,2,5,459.600000000036,463.8425201175627,0,1
27,1,4,487.1000000000423,498.0727275541786,0,1
28,0,2,524.5000000000507,543.0870379823343,0,1
29,3,0,542.5000000000548,548.2818571761952,0,-1
30,0,1,550.2000000000565,557.1984816543139,0,1
31,2,4,716.4000000000943,720.2420682978484,0,1
32,2,1,739.2000000000995,751.6075047290009,0,-1
33,0,4,740.0000000000997,744.7104818758621,0,1
34,0,2,741.3000000001,744.7104818758621,0,1
35,1,3,871.8000000001297,875.3515061926013,0,1
36,4,2,893.8000000001347,899.917525927749,0,-1
37,0,2,926.9000000001422,934.10512954127,0,1
38,5,1,930.600000000143,934.10512954127,0,-1
39,5,3,936.8000000001445,956.0619181558976,0,-1
40,1,2,1036.7000000001526,1038.248288615616,0,1
41,0,5,1116.3000000000802,1127.707504077371,0,1
42,4,0,1131.900000000066,1136.0402690798333,0,-1
43,5,3,1132.8000000000652,1146.489071968495,0,-1
44,3,0,1155.100000000045,1158.6023135496343,0,-1
45,3,0,1219.899999999986,1235.3793224736785,0,-1
46,0,5,1270.0999999999403,1271.2140901686666,0,1
47,1,5,1271.499999999939,1274.971776080989,0,1
48,5,4,1277.9999999999332,1282.0859095088772,0,-1
49,5,4,1322.9999999998922,1326.6349536445534,0,-1
50,4,0,1327.1999999998884,1334.0263808902866,0,-1
51,0,2,1337.2999999998792,1349.923903014344,0,1
52,4,1,1364.0999999998548,1376.2387340901544,0,-1
53,0,4,1370.499999999849,1372.4116561222563,0,1
54,3,5,1415.3999999998082,1422.0965118486745,0,1
55,3,5,1471.799999999757,1478.020712859644,0,1
56,0,2,1475.4999999997535,1487.0482984957018,0,1
57,0,1,1498.9999999997322,1518.8850015101264,0,1
58,1,5,1530.999999999703,1533.8309468151067,0,1
59,0,4,1541.999999999693,1546.199669771832,0,1
60,2,1,1556.39999999968,1563.2745941874534,0,-1
61,3,0,1635.499999999608,1642.9955083049258,0,-1
62,0,3,1638.0999999996056,1642.9955083049258,0,1
63,0,2,1696.099999999553,1699.5603605454885,0,1
64,3,4,1703.1999999995464,1706.1349962326071,0,1
65,0,2,1715.1999999995355,1725.2583735211929,0,1
66,5,1,1814.2999999994447,1823.6221322914648,0,-1
67,3,4,1835.3999999994264,1839.5008621309385,0,1
68,4,0,1850.799999999412,1853.0486722528983,0,-1
69,5,0,1854.0999999994087,1867.230513221936,0,-1
70,2,4,1872.999999999392,1876.6802499649823,0,1
71,4,1,1894.3999999993723,1895.845925322377,0,-1
72,0,3,1933.399999999337,1939.0870700158923,0,1
73,0,5,1941.899999999329,1946.9754598829747,0,1
74,2,5,1979.3999999992952,1985.075812347068,0,1
75,0,5,2001.999999999275,2027.480324213718,0,1
76,0,2,2047.799999999233,2059.022837002218,0,1
77,0,1,2056.9999999992247,2059.022837002218,0,1
78,4,2,2075.499999999208,2079.036681627285,0,-1
79,1,5,2082.3999999992016,2087.10361056419,0,1
80,2,3,2215.099999999081,2218.185964687956,0,1
81,5,1,2240.799999999057,2246.3729683662987,0,-1
82,2,1,2268.599999999032,2275.654013943447,0,-1
83,4,3,2284.099999999018,2301.019348380753,0,-1
84,2,4,2304.299999999,2312.2873306636025,0,1
85,4,1,2424.4999999988904,2431.07904045705,0,-1
86,2,5,2440.799999998876,2442.7697042890195,0,1
87,4,2,2444.3999999988723,2456.063385248558,0,-1
88,5,1,2464.699999998854,2466.2543234292493,0,-1
89,0,4,2487.8999999988328,2495.972593679997,0,1
90,5,1,2496.7999999988247,2505.5310500564724,0,-1
91,0,1,2497.999999998824,2519.552780939752,0,1
92,4,0,2528.399999998796,2542.565481621401,0,-1
93,5,0,2538.599999998786,2548.7337219797114,0,-1
94,0,3,2551.399999998775,2557.3993399562523,0,1
95,1,2,2581.999999998747,2591.8497299736937,0,1
96,0,5,2582.4999999987467,2584.265174762352,0,1
97,0,3,2604.6999999987265,2612.6110465179345,0,1
98,4,1,2605.299999998726,2612.6110465179345,0,-1
99,4,1,2641.299999998693,2645.638882632896,0,-1
100,5,3,2689.399999998649,2702.1056376552883,0,-1
101,3,1,2698.3999999986413,2702.1056376552883,0,-1
102,0,4,2709.699999998631,2721.5872053221537,0,1
103,0,5,2724.099999998618,2731.4149543239205,0,1
104,5,4,2748.099999998596,2751.467745989478,0,-1
105,5,0,2787.2999999985605,2787.9875914184954,0,-1
106,0,2,2822.799999998528,2824.3178305572005,0,1
107,5,0,2883.599999998473,2887.8867959562363,0,-1
108,2,5,2903.6999999984546,2906.20133403022,0,1
109,3,5,2920.899999998439,2933.8543974846752,0,1
110,1,3,2976.799999998388,2984.8441596093417,0,1
111,0,5,3007.2999999983604,3022.1072212515805,0,1
112,2,1,3066.3999999983066,3075.9226421208764,0,-1
113,3,4,3074.0999999983,3080.316023906493,0,1
114,2,1,3076.1999999982977,3091.4633808756366,0,-1
115,2,5,3107.499999998269,3116.8239946318904,0,1
116,3,1,3182.0999999982014,3186.5706442388923,0,-1
117,5,4,3184.2999999981994,3186.5706442388923,0,-1
118,3,4,3189.199999998195,3201.8548538980976,0,1
119,1,3,3201.499999998184,3201.8548538980976,0,1
120,0,4,3210.5999999981755,3223.292994168746,0,1
121,2,5,3211.7999999981744,3217.878672042013,0,1
122,4,3,3231.6999999981563,3232.5929559180686,0,-1
123,0,4,3237.199999998152,3256.924792409368,0,1
124,0,1,3245.099999998144,3256.924792409368,0,1
125,2,4,3245.399999998144,3265.0149898408577,0,1
126,4,3,3246.199999998143,3248.537273476347,0,-1
127,0,5,3249.59999999814,3256.924792409368,0,1
128,0,4,3326.39999999807,3347.715918551305,0,1
129,4,1,3384.899999998017,3386.82041598278,0,-1
130,5,0,3396.899999998006,3397.6484097743773,0,-1
131,1,0,3401.6999999980017,3401.63594067265,0,-1
132,1,5,3418.4999999979864,3423.250337028501,0,1
133,1,3,3431.6999999979744,3434.8990563083853,0,1
134,3,2,3467.499999997942,3471.2457056348667,0,-1
135,0,5,3579.79999999784,3591.0727944169616,0,1
