Index,Passenger position,Passenger destination,Passenger arrival time,Lift arrival time,Order completion time,direction
1,0,4,0.0,0,0,1
2,1,3,0.0,0,0,1
3,2,3,0.0,0,0,1
4,3,5,0.0,0,0,1
5,4,2,0.0,0,0,-1
6,5,1,0.0,0,0,-1
7,4,1,30.800000000000168,0,0,-1
8,0,3,70.30000000000028,0,0,1
9,0,5,87.39999999999931,0,0,1
10,4,2,92.39999999999904,0,0,-1
11,4,3,106.49999999999822,0,0,-1
12,5,4,116.69999999999764,0,0,-1
13,3,1,156.5999999999954,0,0,-1
14,1,3,179.0999999999941,0,0,1
15,0,2,206.29999999999256,0,0,1
16,3,0,251.69999999999,0,0,-1
17,4,1,268.99999999999267,0,0,-1
18,0,1,271.09999999999314,0,0,1
19,3,4,295.29999999999865,0,0,1
20,2,5,303.70000000000056,0,0,1
21,0,5,312.10000000000247,0,0,1
22,5,3,363.2000000000141,0,0,-1
23,3,4,440.6000000000317,0,0,1
24,2,5,455.300000000035,0,0,1
25,1,2,477.30000000004,0,0,1
26,5,0,505.5000000000464,0,0,-1
27,0,2,577.6000000000628,0,0,1
28,0,2,579.3000000000632,0,0,1
29,5,3,640.8000000000771,0,0,-1
30,1,2,698.4000000000902,0,0,1
31,1,2,713.6000000000937,0,0,1
32,0,2,733.2000000000982,0,0,1
33,1,2,758.3000000001039,0,0,1
34,0,1,759.3000000001041,0,0,1
35,5,0,762.1000000001047,0,0,-1
36,2,0,777.2000000001082,0,0,-1
37,0,4,779.2000000001086,0,0,1
38,2,5,784.8000000001099,0,0,1
39,0,5,789.700000000111,0,0,1
40,1,4,823.8000000001188,0,0,1
41,3,1,826.7000000001194,0,0,-1
42,0,2,830.2000000001202,0,0,1
43,0,1,854.6000000001258,0,0,1
44,5,0,887.3000000001332,0,0,-1
45,4,0,907.2000000001376,0,0,-1
46,2,1,909.4000000001382,0,0,-1
47,5,0,925.3000000001418,0,0,-1
48,0,2,962.3000000001502,0,0,1
