Index,Passenger position,Passenger destination,Passenger arrival time,Lift arrival time,Order completion time,Direction
1.0,0.0,4.0,0.0,0.0,20.002465151429945,1.0
7.0,0.0,1.0,29.100000000000144,49.41649422435926,57.246089968338566,1.0
12.0,0.0,1.0,186.2999999999937,188.09922542949096,195.8393820827529,1.0
13.0,0.0,4.0,187.09999999999368,188.09922542949096,210.73088611719118,1.0
16.0,0.0,3.0,325.1000000000054,346.9995951413666,361.5038434625687,1.0
23.0,0.0,5.0,560.0000000000588,565.6253456644598,585.8293860279206,1.0
26.0,0.0,3.0,686.3000000000875,695.8122039495498,707.0060250267169,1.0
30.0,0.0,2.0,755.0000000001031,773.3818153558306,784.7687309648974,1.0
32.0,0.0,4.0,876.5000000001307,883.0644781916985,894.4574055769059,1.0
37.0,0.0,1.0,995.4000000001578,1004.1293431907436,1007.9569166827463,1.0
38.0,0.0,1.0,999.6000000001588,1015.860808857063,1019.4992110684576,1.0
42.0,0.0,3.0,1155.7000000000444,1158.8603920809153,1173.7491067931896,1.0
43.0,0.0,4.0,1203.1000000000013,1210.2929177983385,1229.2657332022109,1.0
47.0,0.0,1.0,1288.9999999999231,1301.1744007897785,1305.017861722426,1.0
51.0,0.0,3.0,1417.3999999998064,1442.4824491943439,1464.088445281439,1.0
59.0,0.0,3.0,1617.2999999996246,1631.9260980634876,1647.8067684838907,1.0
61.0,0.0,3.0,1718.999999999532,1735.18410435,1747.0288633571126,1.0
62.0,0.0,5.0,1746.9999999995066,1755.0975458814537,1768.9978949572387,1.0
65.0,0.0,1.0,1779.1999999994773,1780.5656539585314,1784.153281157246,1.0
67.0,0.0,1.0,1797.499999999461,1808.8568393405724,1816.2162888102066,1.0
68.0,0.0,3.0,1815.099999999445,1836.1590365255217,1845.1133578696072,1.0
70.0,0.0,3.0,1857.1999999994064,1862.8916035602679,1870.295115699067,1.0
80.0,0.0,2.0,2117.999999999169,2118.140117240658,2126.6681833879934,1.0
78.0,0.0,3.0,2107.7999999991785,2118.140117240658,2131.120684820577,1.0
81.0,0.0,4.0,2119.699999999168,2134.6812066675984,2154.1015303019576,1.0
85.0,0.0,3.0,2280.0999999990217,2287.017508612851,2302.0627273024206,1.0
94.0,0.0,1.0,2571.4999999987567,2582.7504913801904,2589.5755684912388,1.0
100.0,0.0,3.0,2769.3999999985767,2781.7226628364883,2795.711571756494,1.0
103.0,0.0,3.0,2839.7999999985127,2852.231524939089,2866.722831662751,1.0
106.0,0.0,2.0,2942.49999999842,2958.2207298001904,2966.4495680781456,1.0
112.0,0.0,3.0,3178.6999999982045,3180.882092025588,3189.5139233271148,1.0
114.0,0.0,3.0,3218.999999998168,3232.8500133367647,3248.8099159105795,1.0
119.0,0.0,5.0,3371.099999998029,3376.1705832306616,3388.430795729132,1.0
123.0,0.0,3.0,3457.399999997951,3463.066067245779,3478.3677728897906,1.0
127.0,0.0,1.0,3551.1999999978657,3557.3325330321923,3563.8856189374483,1.0
2.0,1.0,5.0,0.0,4.041769628859467,24.905741684376373,1.0
15.0,1.0,4.0,301.7000000000001,309.7412264791309,324.46078962096,1.0
25.0,1.0,5.0,609.0000000000699,618.4010759458849,637.928424936215,1.0
31.0,1.0,3.0,853.9000000001256,859.8735151960337,870.7510158793456,1.0
39.0,1.0,4.0,1008.9000000001608,1011.6156541145356,1023.9790527236714,1.0
45.0,1.0,4.0,1259.1999999999505,1276.483100342251,1290.3147120468138,1.0
46.0,1.0,5.0,1288.3999999999237,1296.453771218729,1308.660229585636,1.0
48.0,1.0,2.0,1337.1999999998793,1337.1611562553157,1343.8040134634311,1.0
49.0,1.0,3.0,1397.999999999824,1401.7129887325186,1411.726183132615,1.0
53.0,1.0,5.0,1448.499999999778,1449.2689875516448,1479.011221114964,1.0
73.0,1.0,5.0,1895.7999999993715,1898.8727711568793,1912.3700788231386,1.0
74.0,1.0,4.0,1908.39999999936,1921.0162202444906,1935.8183441236365,1.0
76.0,1.0,3.0,1962.4999999993104,1967.8103739448666,1978.4756707450774,1.0
88.0,1.0,2.0,2397.7999999989147,2410.1325189179256,2416.7786682239125,1.0
91.0,1.0,4.0,2488.3999999988323,2498.144768609472,2513.5098372913903,1.0
101.0,1.0,4.0,2795.399999998553,2811.4344725667934,2827.118606269778,1.0
104.0,1.0,2.0,2852.899999998501,2855.9052104098455,2859.989593628247,1.0
116.0,1.0,3.0,3317.0999999980786,3319.8153254837134,3331.206718540406,1.0
120.0,1.0,0.0,3372.3999999980283,3372.6540460354654,3376.1705832306616,-1.0
121.0,1.0,5.0,3415.399999997989,3419.4744391011627,3435.4987343145117,1.0
3.0,2.0,3.0,0.0,8.377215872891568,12.414826412937341,1.0
9.0,2.0,3.0,91.49999999999908,91.34160024606024,98.23356035950191,1.0
14.0,2.0,3.0,263.8999999999915,266.342355875738,272.9902868970325,1.0
18.0,2.0,3.0,433.20000000003,438.2048077234622,444.9081826945351,1.0
22.0,2.0,0.0,557.9000000000583,565.6253456644598,573.898720025732,-1.0
33.0,2.0,5.0,876.7000000001308,878.9167879052698,888.0455815220776,1.0
52.0,2.0,1.0,1417.699999999806,1427.8022428980585,1434.8073148435597,-1.0
54.0,2.0,4.0,1453.4999999997735,1456.2500682654795,1471.717015113155,1.0
56.0,2.0,5.0,1578.8999999996597,1587.5249993465125,1593.9309231006748,1.0
58.0,2.0,5.0,1614.3999999996272,1618.2935443626563,1624.242957299425,1.0
77.0,2.0,5.0,2085.7999999991985,2090.0661252933337,2104.870821567657,1.0
79.0,2.0,3.0,2109.7999999991766,2114.1558804326787,2118.140117240658,1.0
87.0,2.0,3.0,2366.299999998944,2367.2225600622414,2374.2545082065717,1.0
89.0,2.0,3.0,2457.4999999988604,2459.520476743547,2466.2920620883388,1.0
90.0,2.0,3.0,2487.9999999988327,2493.817339707069,2498.144768609472,1.0
93.0,2.0,3.0,2548.3999999987777,2558.1591138964695,2564.9968800410534,1.0
95.0,2.0,5.0,2633.0999999987007,2642.7484686795356,2653.8468105387533,1.0
97.0,2.0,4.0,2652.2999999986832,2669.317275909196,2681.2148799800716,1.0
105.0,2.0,3.0,2859.299999998495,2859.989593628247,2866.722831662751,1.0
107.0,2.0,0.0,2963.099999998401,2966.4495680781456,2976.6350488578987,-1.0
109.0,2.0,0.0,3014.6999999983536,3022.8707911175225,3033.697697878561,-1.0
110.0,2.0,1.0,3067.699999998305,3073.7781033563638,3080.6610209719433,-1.0
111.0,2.0,1.0,3145.6999999982345,3152.9784884753512,3160.206510888515,-1.0
117.0,2.0,1.0,3345.299999998053,3355.8442523215613,3362.2666581816948,-1.0
4.0,3.0,4.0,0.0,12.41482641293734,20.002465151429945,1.0
8.0,3.0,2.0,31.800000000000185,31.139114498965963,38.23489880100094,-1.0
11.0,3.0,2.0,177.89999999999418,188.09922542949099,195.8393820827529,-1.0
19.0,3.0,4.0,440.0000000000316,444.9081826945351,451.8409899255389,1.0
29.0,3.0,4.0,733.7000000000983,737.0334758454228,743.5332787962325,1.0
35.0,3.0,2.0,965.9000000001512,973.4931020875663,980.3798050057178,-1.0
40.0,3.0,5.0,1035.200000000154,1042.7696143235023,1054.2407368172926,1.0
44.0,3.0,4.0,1233.199999999974,1236.9846777585951,1243.8292462768054,1.0
50.0,3.0,5.0,1415.699999999808,1419.0984673581922,1423.8589416474397,1.0
66.0,3.0,5.0,1789.9999999994675,1796.4801940386437,1805.0633709191297,1.0
71.0,3.0,1.0,1862.3999999994016,1870.295115699067,1877.7733277260972,-1.0
83.0,3.0,1.0,2195.9999999990982,2200.9844259924416,2211.838438324435,-1.0
96.0,3.0,4.0,2651.799999998684,2658.2671300743177,2661.8478935850476,1.0
124.0,3.0,4.0,3506.699999997906,3507.1775714514383,3514.4907611321805,1.0
126.0,3.0,0.0,3538.0999999978776,3548.7311832296464,3557.3325330321923,-1.0
129.0,3.0,0.0,3584.099999997836,3588.455668459488,3606.42972592177,-1.0
5.0,4.0,1.0,0.0,24.905741684376373,41.89074226043199,-1.0
21.0,4.0,1.0,471.0000000000386,477.6480101240194,492.69468037665473,-1.0
27.0,4.0,2.0,706.9000000000922,707.0060250267169,717.701761428593,-1.0
55.0,4.0,0.0,1482.1999999997474,1490.1986552227456,1508.6856655503907,-1.0
63.0,4.0,0.0,1761.2999999994936,1763.26233110689,1773.1836784759826,-1.0
64.0,4.0,2.0,1776.5999999994797,1784.153281157246,1792.6889491532565,-1.0
69.0,4.0,0.0,1843.4999999994188,1849.474837940756,1862.8916035602679,-1.0
72.0,4.0,5.0,1875.19999999939,1877.7733277260968,1885.3025699513873,1.0
75.0,4.0,2.0,1935.399999999336,1940.2453801203333,1950.8325414762433,-1.0
82.0,4.0,5.0,2183.29999999911,2187.5116568281123,2194.0821141180236,1.0
92.0,4.0,5.0,2520.799999998803,2520.9188306443466,2527.2736131051333,1.0
99.0,4.0,5.0,2739.399999998604,2739.196464120231,2746.1774789050833,1.0
102.0,4.0,3.0,2830.599999998521,2834.0714654998287,2840.3194786277413,-1.0
113.0,4.0,3.0,3186.999999998197,3193.885518241797,3200.6034063346215,-1.0
115.0,4.0,1.0,3303.8999999980906,3310.925497782266,3319.8153254837134,-1.0
118.0,4.0,0.0,3365.899999998034,3381.0946861966872,3388.430795729132,-1.0
122.0,4.0,1.0,3432.299999997974,3435.498734314512,3451.237482737131,-1.0
125.0,4.0,0.0,3537.699999997878,3542.03503210651,3557.3325330321923,-1.0
6.0,5.0,2.0,0.0,31.139114498965963,45.717365995578206,-1.0
10.0,5.0,0.0,128.399999999997,140.61956872103184,165.1104383206166,-1.0
17.0,5.0,1.0,397.800000000022,407.6506179519835,427.31446828057307,-1.0
20.0,5.0,1.0,463.1000000000368,470.5007411171575,492.69468037665473,-1.0
24.0,5.0,2.0,591.600000000066,592.639881738657,607.6919127300766,-1.0
28.0,5.0,3.0,730.6000000000976,737.0334758454228,747.6515012196885,-1.0
34.0,5.0,2.0,877.800000000131,888.0455815220776,898.8567182117976,-1.0
36.0,5.0,4.0,977.4000000001536,992.3442574610768,999.4877210177402,-1.0
41.0,5.0,0.0,1132.6000000000654,1132.3932424827026,1155.173266423219,-1.0
57.0,5.0,1.0,1583.5999999996552,1583.0958010468232,1593.9309231006748,-1.0
60.0,5.0,3.0,1648.4999999995962,1654.9758094023396,1666.454444162928,-1.0
84.0,5.0,3.0,2234.099999999064,2240.67741317646,2251.2267039245917,-1.0
86.0,5.0,2.0,2306.099999998998,2316.737481668597,2331.7096672218927,-1.0
98.0,5.0,2.0,2731.699999998611,2739.196464120231,2753.4957383521114,-1.0
108.0,5.0,3.0,2992.499999998374,3010.2524306035248,3018.565109858667,-1.0
128.0,5.0,1.0,3567.7999999978506,3577.1016312074034,3599.3405779445743,-1.0
