Index,Passenger position,Passenger destination,Passenger arrival time,Lift arrival time,Order completion time,Direction
1.0,0.0,1.0,0.0,0.0,3.842613715078728,1.0
14.0,0.0,5.0,131.39999999999682,152.23450765903772,172.11578353984737,1.0
17.0,0.0,5.0,224.2999999999916,231.34873166804843,245.1793462880225,1.0
20.0,0.0,5.0,371.90000000001606,374.62145636261727,396.78657104868074,1.0
27.0,0.0,5.0,722.4000000000957,744.3229409936631,761.1113587349914,1.0
35.0,0.0,3.0,874.3000000001302,891.3752080023276,900.3409198012104,1.0
37.0,0.0,2.0,896.3000000001352,912.6709071049604,920.7275705371957,1.0
38.0,0.0,5.0,917.10000000014,928.6008049955662,944.800363257781,1.0
39.0,0.0,1.0,942.2000000001456,944.800363257781,951.8830359129356,1.0
42.0,0.0,3.0,995.0000000001576,1016.2089080400336,1032.0674339284133,1.0
43.0,0.0,4.0,1101.5000000000937,1113.9616742945432,1129.7350150076334,1.0
47.0,0.0,1.0,1148.0000000000514,1156.1186178387843,1160.0943244720563,1.0
48.0,0.0,5.0,1179.5000000000227,1179.2409441638797,1193.3656599333822,1.0
50.0,0.0,4.0,1212.299999999993,1234.7401948189618,1244.3399868096562,1.0
51.0,0.0,4.0,1236.299999999971,1253.0026728653572,1259.5317774769765,1.0
52.0,0.0,5.0,1250.4999999999582,1259.5317774769765,1282.6886186521856,1.0
53.0,0.0,2.0,1284.8999999999269,1306.0508354245258,1317.477317816186,1.0
56.0,0.0,5.0,1419.0999999998048,1423.8132012585393,1446.4191597920985,1.0
64.0,0.0,2.0,1712.9999999995375,1729.1453477037676,1737.769072348613,1.0
65.0,0.0,3.0,1731.2999999995209,1741.289755662,1751.137774311617,1.0
69.0,0.0,5.0,1941.4999999993297,1945.4627266237214,1968.2588417274235,1.0
78.0,0.0,4.0,2509.099999998813,2512.4276016847593,2526.3405483925585,1.0
80.0,0.0,2.0,2542.0999999987835,2556.8152652286076,2564.1013995762687,1.0
86.0,0.0,5.0,2670.199999998667,2681.211467269317,2704.1073960153703,1.0
95.0,0.0,2.0,2998.0999999983687,3000.4552019490548,3005.179817542048,1.0
97.0,0.0,5.0,3021.999999998347,3023.6537907580005,3045.481925476087,1.0
106.0,0.0,4.0,3267.7999999981234,3286.371986137821,3302.87512490847,1.0
109.0,0.0,1.0,3397.899999998005,3400.8739896875722,3408.098340457264,1.0
110.0,0.0,1.0,3417.799999997987,3425.6395704092215,3432.014338330462,1.0
113.0,0.0,3.0,3461.099999997948,3477.4716336369784,3491.969991060142,1.0
117.0,0.0,4.0,3534.599999997881,3544.022006574733,3560.03225737465,1.0
2.0,1.0,4.0,0.0,3.842613715078728,13.134754855362903,1.0
12.0,1.0,0.0,98.0999999999987,105.59895578344523,112.99863143397525,-1.0
13.0,1.0,4.0,107.39999999999816,116.54204540762689,128.606111563326,1.0
36.0,1.0,5.0,882.4000000001321,884.2364813155062,891.3752080023276,1.0
40.0,1.0,5.0,945.1000000001465,951.8830359129356,971.1352980396334,1.0
49.0,1.0,5.0,1179.6000000000226,1179.2409441638795,1189.8094598705782,1.0
59.0,1.0,5.0,1576.5999999996616,1580.0601293991472,1596.1067314725242,1.0
62.0,1.0,0.0,1650.0999999995947,1654.745424715361,1661.9782722791267,-1.0
63.0,1.0,2.0,1700.499999999549,1709.258117143585,1716.8143628521734,1.0
71.0,1.0,2.0,2150.89999999914,2154.977527720577,2161.878061143107,1.0
91.0,1.0,0.0,2847.299999998506,2852.0777657524,2856.062510756255,-1.0
93.0,1.0,4.0,2955.299999998408,2960.817588973411,2975.590178619264,1.0
96.0,1.0,0.0,3015.499999998353,3023.6537907580005,3030.209357463291,-1.0
100.0,1.0,3.0,3137.499999998242,3144.486680603883,3149.54675962568,1.0
99.0,1.0,4.0,3130.899999998248,3140.606126085833,3149.54675962568,1.0
104.0,1.0,2.0,3213.799999998173,3217.506542908472,3224.9910597046955,1.0
105.0,1.0,5.0,3227.59999999816,3236.9052471980435,3256.3009561531007,1.0
108.0,1.0,0.0,3373.199999998028,3380.28009316657,3387.008664117919,-1.0
112.0,1.0,3.0,3449.799999997958,3450.381280138162,3461.8053842387612,1.0
115.0,1.0,0.0,3523.8999999978905,3532.005980025665,3539.862304218048,-1.0
118.0,1.0,4.0,3569.299999997849,3577.863163144077,3589.733738781802,1.0
3.0,2.0,4.0,0.0,8.479957465932568,13.134754855362903,1.0
8.0,2.0,3.0,44.90000000000037,47.29527416368727,54.754348024823166,1.0
11.0,2.0,5.0,97.89999999999873,105.59895578344523,120.93619253432828,1.0
18.0,2.0,5.0,225.79999999999143,235.73063568448782,241.49542803817846,1.0
21.0,2.0,0.0,434.9000000000304,449.5884492395993,460.45856128144885,-1.0
24.0,2.0,5.0,617.1000000000718,625.2030928673796,640.9550245120446,1.0
26.0,2.0,1.0,658.3000000000811,666.9564236148695,673.814721344106,-1.0
