Index,Passenger position,Passenger destination,Passenger arrival time,Lift arrival time,Order completion time,direction
2,1,4,0.0,0,0,1
1,0,5,0.0,0,0,1
4,3,5,0.0,0,0,1
3,2,5,0.0,0,0,1
6,5,0,0.0,0,0,-1
5,4,5,0.0,0,0,1
7,5,0,0.1,0,0,-1
8,1,0,0.7,0,0,-1
9,5,0,0.7,0,0,-1
10,1,4,0.8999999999999999,0,0,1
11,0,4,2.3000000000000007,0,0,1
12,2,1,2.600000000000001,0,0,-1
14,3,2,3.5000000000000018,0,0,-1
13,0,4,3.5000000000000018,0,0,1
15,1,3,4.100000000000001,0,0,1
16,1,0,4.4,0,0,-1
17,0,1,4.5,0,0,1
18,3,2,4.699999999999999,0,0,-1
19,5,4,4.999999999999998,0,0,-1
20,4,5,5.099999999999998,0,0,1
21,2,3,5.299999999999997,0,0,1
22,0,2,5.699999999999996,0,0,1
23,5,0,6.8999999999999915,0,0,-1
24,0,4,6.999999999999991,0,0,1
25,3,4,7.899999999999988,0,0,1
26,0,4,8.299999999999986,0,0,1
27,0,2,9.399999999999983,0,0,1
28,0,2,9.599999999999982,0,0,1
29,2,5,10.29999999999998,0,0,1
30,5,4,10.29999999999998,0,0,-1
31,1,4,10.799999999999978,0,0,1
32,4,2,11.499999999999975,0,0,-1
33,5,4,12.199999999999973,0,0,-1
34,4,5,12.499999999999972,0,0,1
35,5,2,13.09999999999997,0,0,-1
36,0,2,13.199999999999969,0,0,1
37,1,0,13.299999999999969,0,0,-1
38,2,1,13.499999999999968,0,0,-1
39,4,3,15.99999999999996,0,0,-1
40,3,0,16.29999999999996,0,0,-1
41,2,0,16.499999999999964,0,0,-1
42,5,4,17.59999999999998,0,0,-1
43,3,4,17.69999999999998,0,0,1
44,4,1,17.799999999999983,0,0,-1
45,0,4,18.099999999999987,0,0,1
46,5,2,18.29999999999999,0,0,-1
47,1,0,18.799999999999997,0,0,-1
48,5,1,18.9,0,0,-1
49,2,4,19.0,0,0,1
50,5,3,19.300000000000004,0,0,-1
51,4,5,19.900000000000013,0,0,1
52,0,3,20.50000000000002,0,0,1
53,4,2,22.300000000000047,0,0,-1
54,3,5,23.20000000000006,0,0,1
55,0,1,24.500000000000078,0,0,1
56,5,4,24.60000000000008,0,0,-1
57,1,5,24.900000000000084,0,0,1
58,0,4,25.200000000000088,0,0,1
59,4,2,25.30000000000009,0,0,-1
60,5,3,25.40000000000009,0,0,-1
61,1,3,25.500000000000092,0,0,1
62,1,2,25.600000000000094,0,0,1
63,0,2,25.700000000000095,0,0,1
64,3,5,25.800000000000097,0,0,1
65,5,1,25.800000000000097,0,0,-1
66,0,3,26.200000000000102,0,0,1
67,5,2,26.200000000000102,0,0,-1
68,1,5,26.400000000000105,0,0,1
69,5,1,26.400000000000105,0,0,-1
70,5,4,26.600000000000108,0,0,-1
71,3,5,28.700000000000138,0,0,1
72,0,5,28.90000000000014,0,0,1
73,2,4,28.90000000000014,0,0,1
74,1,3,29.700000000000152,0,0,1
75,5,2,29.800000000000153,0,0,-1
76,5,3,30.20000000000016,0,0,-1
77,1,3,30.800000000000168,0,0,1
78,1,2,31.500000000000178,0,0,1
79,1,5,31.70000000000018,0,0,1
80,2,0,31.800000000000182,0,0,-1
82,3,1,32.000000000000185,0,0,-1
81,1,2,32.000000000000185,0,0,1
83,0,2,32.40000000000019,0,0,1
84,4,2,32.50000000000019,0,0,-1
86,3,1,32.60000000000019,0,0,-1
85,2,1,32.60000000000019,0,0,-1
87,2,0,32.700000000000195,0,0,-1
88,3,0,33.3000000000002,0,0,-1
89,3,4,34.70000000000022,0,0,1
90,0,4,35.20000000000023,0,0,1
91,3,0,35.500000000000234,0,0,-1
92,3,5,36.300000000000246,0,0,1
93,4,1,36.300000000000246,0,0,-1
94,4,0,36.70000000000025,0,0,-1
95,0,3,36.900000000000254,0,0,1
96,0,5,37.000000000000256,0,0,1
97,3,2,37.000000000000256,0,0,-1
98,4,1,37.20000000000026,0,0,-1
99,3,4,37.30000000000026,0,0,1
100,3,4,37.700000000000266,0,0,1
101,3,2,37.90000000000027,0,0,-1
103,4,0,38.00000000000027,0,0,-1
102,3,5,38.00000000000027,0,0,1
104,2,3,38.300000000000274,0,0,1
106,4,3,38.70000000000028,0,0,-1
105,2,0,38.70000000000028,0,0,-1
107,0,5,38.80000000000028,0,0,1
108,0,4,38.90000000000028,0,0,1
109,0,4,39.40000000000029,0,0,1
110,0,4,39.800000000000296,0,0,1
111,1,2,39.9000000000003,0,0,1
112,2,0,40.70000000000031,0,0,-1
113,1,0,43.80000000000035,0,0,-1
114,5,1,44.40000000000036,0,0,-1
115,5,1,44.80000000000037,0,0,-1
116,3,2,45.10000000000037,0,0,-1
117,1,5,45.400000000000375,0,0,1
118,1,3,45.60000000000038,0,0,1
119,5,0,46.000000000000384,0,0,-1
120,4,0,46.100000000000385,0,0,-1
122,2,1,46.30000000000039,0,0,-1
121,1,5,46.30000000000039,0,0,1
123,5,0,47.500000000000405,0,0,-1
124,1,3,47.70000000000041,0,0,1
125,5,4,49.30000000000043,0,0,-1
126,2,4,50.300000000000445,0,0,1
127,0,5,50.400000000000446,0,0,1
128,0,2,51.40000000000046,0,0,1
129,1,2,51.40000000000046,0,0,1
131,5,4,51.60000000000046,0,0,-1
130,1,2,51.60000000000046,0,0,1
132,0,5,51.700000000000465,0,0,1
133,0,2,51.90000000000047,0,0,1
134,0,5,52.60000000000048,0,0,1
135,5,4,53.200000000000486,0,0,-1
136,5,0,53.40000000000049,0,0,-1
137,1,0,54.1000000000005,0,0,-1
138,4,1,54.2000000000005,0,0,-1
139,1,3,55.00000000000051,0,0,1
140,1,5,55.10000000000051,0,0,1
141,0,5,55.300000000000516,0,0,1
142,0,2,55.60000000000052,0,0,1
143,3,5,56.10000000000053,0,0,1
144,5,0,56.20000000000053,0,0,-1
145,0,4,56.80000000000054,0,0,1
146,1,0,57.00000000000054,0,0,-1
147,5,3,57.00000000000054,0,0,-1
148,1,2,57.300000000000544,0,0,1
149,0,3,57.80000000000055,0,0,1
150,1,5,58.000000000000554,0,0,1
152,5,1,58.100000000000556,0,0,-1
151,1,4,58.100000000000556,0,0,1
153,2,1,58.30000000000056,0,0,-1
154,3,4,58.60000000000056,0,0,1
155,1,2,59.00000000000057,0,0,1
156,2,1,59.30000000000057,0,0,-1
158,4,3,59.500000000000576,0,0,-1
157,3,0,59.500000000000576,0,0,-1
159,2,5,60.800000000000594,0,0,1
160,1,4,61.0000000000006,0,0,1
161,4,0,61.0000000000006,0,0,-1
162,0,1,61.1000000000006,0,0,1
163,4,2,62.10000000000061,0,0,-1
164,5,2,62.10000000000061,0,0,-1
165,5,1,62.60000000000062,0,0,-1
166,5,0,62.900000000000624,0,0,-1
167,3,2,63.40000000000063,0,0,-1
168,0,1,64.6000000000006,0,0,1
169,4,5,64.7000000000006,0,0,1
170,4,0,64.90000000000059,0,0,-1
171,3,4,65.10000000000058,0,0,1
172,1,5,65.90000000000053,0,0,1
173,4,3,66.10000000000052,0,0,-1
174,1,0,66.4000000000005,0,0,-1
175,2,3,66.60000000000049,0,0,1
176,4,3,66.70000000000049,0,0,-1
177,2,0,66.90000000000047,0,0,-1
178,4,3,67.00000000000047,0,0,-1
179,5,1,67.20000000000046,0,0,-1
180,1,2,67.60000000000043,0,0,1
181,0,2,67.70000000000043,0,0,1
182,4,1,68.2000000000004,0,0,-1
184,4,0,68.40000000000039,0,0,-1
183,3,2,68.40000000000039,0,0,-1
185,3,5,69.10000000000035,0,0,1
186,2,3,69.50000000000033,0,0,1
187,4,0,70.40000000000028,0,0,-1
188,1,2,70.80000000000025,0,0,1
189,4,1,70.90000000000025,0,0,-1
190,2,4,71.10000000000024,0,0,1
191,4,5,71.30000000000022,0,0,1
192,4,5,71.40000000000022,0,0,1
193,1,3,71.50000000000021,0,0,1
194,3,4,72.70000000000014,0,0,1
196,4,1,72.90000000000013,0,0,-1
195,1,5,72.90000000000013,0,0,1
198,5,2,73.00000000000013,0,0,-1
197,1,3,73.00000000000013,0,0,1
199,3,4,73.70000000000009,0,0,1
200,4,0,73.90000000000008,0,0,-1
201,2,0,74.50000000000004,0,0,-1
203,3,0,74.90000000000002,0,0,-1
202,1,5,74.90000000000002,0,0,1
205,5,3,75.10000000000001,0,0,-1
204,2,0,75.10000000000001,0,0,-1
206,1,3,76.19999999999995,0,0,1
207,1,0,76.29999999999994,0,0,-1
208,2,4,77.29999999999988,0,0,1
209,3,4,77.29999999999988,0,0,1
210,0,2,77.49999999999987,0,0,1
211,2,3,78.29999999999983,0,0,1
212,4,3,78.49999999999982,0,0,-1
214,4,0,78.6999999999998,0,0,-1
213,3,1,78.6999999999998,0,0,-1
215,3,5,78.7999999999998,0,0,1
216,5,4,79.09999999999978,0,0,-1
217,3,1,80.4999999999997,0,0,-1
218,3,5,80.69999999999969,0,0,1
219,2,4,80.79999999999968,0,0,1
220,5,2,80.89999999999968,0,0,-1
221,3,2,81.19999999999966,0,0,-1
222,4,0,81.19999999999966,0,0,-1
223,4,2,81.69999999999963,0,0,-1
224,2,5,81.79999999999963,0,0,1
225,2,4,82.79999999999957,0,0,1
226,5,1,82.99999999999956,0,0,-1
227,5,0,83.29999999999954,0,0,-1
228,1,2,84.69999999999946,0,0,1
229,2,4,84.69999999999946,0,0,1
230,2,5,84.79999999999946,0,0,1
231,0,2,85.09999999999944,0,0,1
232,4,5,85.6999999999994,0,0,1
233,4,5,85.99999999999939,0,0,1
234,4,5,86.39999999999937,0,0,1
235,0,1,86.49999999999936,0,0,1
236,3,0,87.5999999999993,0,0,-1
237,5,2,87.69999999999929,0,0,-1
238,2,1,87.89999999999928,0,0,-1
239,1,4,88.99999999999922,0,0,1
240,4,0,89.09999999999921,0,0,-1
241,4,1,89.1999999999992,0,0,-1
242,3,4,89.49999999999919,0,0,1
244,1,4,89.69999999999918,0,0,1
243,0,3,89.69999999999918,0,0,1
245,4,3,89.79999999999917,0,0,-1
246,5,2,90.09999999999916,0,0,-1
247,2,3,90.19999999999915,0,0,1
248,1,4,91.1999999999991,0,0,1
249,5,3,92.19999999999904,0,0,-1
250,0,5,92.69999999999901,0,0,1
251,3,5,92.799999999999,0,0,1
252,0,2,92.899999999999,0,0,1
253,1,0,93.19999999999898,0,0,-1
254,3,4,93.39999999999897,0,0,1
255,0,1,93.89999999999894,0,0,1
256,5,3,94.39999999999891,0,0,-1
258,3,5,94.4999999999989,0,0,1
257,2,1,94.4999999999989,0,0,-1
259,1,0,94.5999999999989,0,0,-1
260,4,3,94.5999999999989,0,0,-1
261,0,3,94.79999999999889,0,0,1
262,4,3,94.99999999999888,0,0,-1
263,4,1,95.09999999999887,0,0,-1
265,4,1,95.19999999999887,0,0,-1
264,1,3,95.19999999999887,0,0,1
266,1,4,95.69999999999884,0,0,1
267,5,2,96.09999999999881,0,0,-1
268,5,3,97.29999999999875,0,0,-1
269,5,0,97.49999999999874,0,0,-1
270,2,3,97.59999999999873,0,0,1
272,5,2,97.69999999999872,0,0,-1
271,4,0,97.69999999999872,0,0,-1
273,5,4,97.9999999999987,0,0,-1
274,2,5,98.0999999999987,0,0,1
275,3,0,98.49999999999868,0,0,-1
276,3,1,98.79999999999866,0,0,-1
277,4,3,98.99999999999865,0,0,-1
278,4,5,99.19999999999864,0,0,1
279,1,0,99.49999999999862,0,0,-1
280,4,0,99.7999999999986,0,0,-1
281,2,5,100.49999999999856,0,0,1
282,3,2,100.59999999999856,0,0,-1
283,1,2,100.89999999999854,0,0,1
284,1,5,100.99999999999854,0,0,1
285,0,4,101.49999999999851,0,0,1
286,1,0,101.49999999999851,0,0,-1
287,0,3,102.19999999999847,0,0,1
288,4,5,102.29999999999846,0,0,1
